鱼人,220,611,434,50,30,4
鱼人,220,611,434,50,2,4
癞蛤蟆,220,611,434,60,40,5
巨猿,220,599,127,50,40,5
巨猿,220,599,127,50,1,15
土狼,220,445,165,180,70,3
蟒,220,400,410,200,50,5
蟒,220,400,410,200,10,6
沙蝎,220,400,410,200,50,5
沙蝎,220,400,410,200,10,6
沙雕,220,400,410,200,50,5
沙雕,220,400,410,200,8,6
大土蛇,220,213,385,150,50,5
大土蛇,220,213,385,150,5,6
蟒,220,213,385,150,60,5
蟒,220,213,385,150,3,6
沙雕,220,213,385,150,30,5
地狱奴,220,213,385,150,10,15
枣红马0,220,213,385,150,10,15
乌骓0,220,213,385,150,1,30
火烈鸟,220,213,385,150,5,15
毒蜘蛛,220,170,180,150,60,5
蟒,220,170,180,150,60,5
蟒,220,170,180,150,3,6
大土蛇,220,170,180,150,40,5
大土蛇,220,170,180,150,2,6
食人花,220,170,180,150,60,5
地狱奴,220,170,180,150,20,15
火烈鸟,220,170,180,150,10,15
