ДжД§№­јэКЦ,205,196,339,4,2,1000
ДжД§КМОА,205,196,339,4,2,995
ДжД§ОАКї,205,196,339,4,2,990
ДжД§µсПс,205,196,339,4,2,985
ДжД§№­јэКЦ,205,203,331,5,2,980
ДжД§КМОА,205,203,331,5,2,975
ДжД§ОАКї,205,203,331,5,2,970
ДжД§µсПс,205,203,331,5,2,965
ДжД§№­јэКЦ,205,192,329,4,2,960
ДжД§КМОА,205,192,329,4,2,955
ДжД§ОАКї,205,192,329,4,2,950
ДжД§µсПс,205,192,329,4,2,945
ДжД§№­јэКЦ,205,197,322,5,2,940
ДжД§КМОА,205,197,322,5,2,935
ДжД§ОАКї,205,197,322,5,2,930
ДжД§µсПс,205,197,322,5,2,925
ДжД§№­јэКЦ,205,184,326,4,2,920
ДжД§КМОА,205,184,326,4,2,915
ДжД§ОАКї,205,184,326,4,2,910
ДжД§µсПс,205,184,326,4,2,905
ДжД§№­јэКЦ,205,173,318,5,2,900
ДжД§КМОА,205,173,318,5,2,895
ДжД§ОАКї,205,173,318,5,2,890
ДжД§µсПс,205,173,318,5,2,885
ДжД§№­јэКЦ,205,164,309,5,2,880
ДжД§КМОА,205,164,309,5,2,875
ДжД§ОАКї,205,164,309,5,2,870
ДжД§µсПс,205,164,309,5,2,865
ДжД§№­јэКЦ,205,156,301,4,2,860
ДжД§КМОА,205,156,301,4,2,855
ДжД§ОАКї,205,156,301,4,2,850
ДжД§µсПс,205,156,301,4,2,845
ДжД§№­јэКЦ,205,148,293,4,2,840
ДжД§КМОА,205,148,293,4,2,835
ДжД§ОАКї,205,148,293,4,2,830
ДжД§µсПс,205,148,293,4,2,825
ДжД§№­јэКЦ,205,140,285,4,2,820
ДжД§КМОА,205,140,285,4,2,815
ДжД§ОАКї,205,140,285,4,2,810
ДжД§µсПс,205,140,285,4,2,805
ДжД§№­јэКЦ,205,130,277,4,2,800
ДжД§КМОА,205,130,277,4,2,795
ДжД§ОАКї,205,130,277,4,2,790
ДжД§µсПс,205,130,277,4,2,785
ДжД§№­јэКЦ,205,116,281,4,2,780
ДжД§КМОА,205,116,281,4,2,775
ДжД§ОАКї,205,116,281,4,2,770
ДжД§µсПс,205,116,281,4,2,765
ДжД§№­јэКЦ,205,132,267,5,2,760
ДжД§КМОА,205,132,267,5,2,755
ДжД§ОАКї,205,132,267,5,2,750
ДжД§µсПс,205,132,267,5,2,745
ДжД§№­јэКЦ,205,146,255,5,2,740
ДжД§КМОА,205,146,255,5,2,735
ДжД§ОАКї,205,146,255,5,2,730
ДжД§µсПс,205,146,255,5,2,725
ДжД§№­јэКЦ,205,160,243,4,2,720
ДжД§КМОА,205,160,243,4,2,715
ДжД§ОАКї,205,160,243,4,2,710
ДжД§µсПс,205,160,243,4,2,705
ДжД§№­јэКЦ,205,171,230,5,2,700
ДжД§КМОА,205,171,230,5,2,695
ДжД§ОАКї,205,171,230,5,2,690
ДжД§µсПс,205,171,230,5,2,685
ДжД§№­јэКЦ,205,185,217,5,2,680
ДжД§КМОА,205,185,217,5,2,675
ДжД§ОАКї,205,185,217,5,2,670
ДжД§µсПс,205,185,217,5,2,665
ДжД§№­јэКЦ,205,198,204,4,2,660
ДжД§КМОА,205,198,204,4,2,655
ДжД§ОАКї,205,198,204,4,2,650
ДжД§µсПс,205,198,204,4,2,645
ДжД§№­јэКЦ,205,208,192,4,2,640
ДжД§КМОА,205,208,192,4,2,635
ДжД§ОАКї,205,208,192,4,2,630
ДжД§µсПс,205,208,192,4,2,625
ДжД§№­јэКЦ,205,223,180,5,2,620
ДжД§КМОА,205,223,180,5,2,615
ДжД§ОАКї,205,223,180,5,2,610
ДжД§µсПс,205,223,180,5,2,605
ДжД§№­јэКЦ,205,238,166,4,2,600
ДжД§КМОА,205,238,166,4,2,595
ДжД§ОАКї,205,238,166,4,2,590
ДжД§µсПс,205,238,166,4,2,585
ДжД§№­јэКЦ,205,253,148,6,2,580
ДжД§КМОА,205,253,148,6,2,575
ДжД§ОАКї,205,253,148,6,2,570
ДжД§µсПс,205,253,148,6,2,565
ДжД§№­јэКЦ,205,268,133,5,2,560
ДжД§КМОА,205,268,133,5,2,555
ДжД§ОАКї,205,268,133,5,2,550
ДжД§µсПс,205,268,133,5,2,545
ДжД§№­јэКЦ,205,282,120,4,2,540
ДжД§КМОА,205,282,120,4,2,535
ДжД§ОАКї,205,282,120,4,2,530
ДжД§µсПс,205,282,120,4,2,525
ДжД§№­јэКЦ,205,260,117,5,2,520
ДжД§КМОА,205,260,117,5,2,515
ДжД§ОАКї,205,260,117,5,2,510
ДжД§µсПс,205,260,117,5,2,505
ДжД§№­јэКЦ,205,249,109,4,2,500
ДжД§КМОА,205,249,109,4,2,495
ДжД§ОАКї,205,249,109,4,2,490
ДжД§µсПс,205,249,109,4,2,485
ДжД§№­јэКЦ,205,240,98,4,2,480
ДжД§КМОА,205,240,98,4,2,475
ДжД§ОАКї,205,240,98,4,2,470
ДжД§µсПс,205,240,98,4,2,465
ДжД§№­јэКЦ,205,230,87,5,2,460
ДжД§КМОА,205,230,87,5,2,455
ДжД§ОАКї,205,230,87,5,2,450
ДжД§µсПс,205,230,87,5,2,445
ДжД§№­јэКЦ,205,218,77,5,2,440
ДжД§КМОА,205,218,77,5,2,435
ДжД§ОАКї,205,218,77,5,2,430
ДжД§µсПс,205,218,77,5,2,425
ДжД§№­јэКЦ,205,207,67,5,2,420
ДжД§КМОА,205,207,67,5,2,415
ДжД§ОАКї,205,207,67,5,2,410
ДжД§µсПс,205,207,67,5,2,405
ДжД§№­јэКЦ,205,198,69,6,2,400
ДжД§КМОА,205,198,69,6,2,395
ДжД§ОАКї,205,198,69,6,2,390
ДжД§µсПс,205,198,69,6,2,385
ДжД§№­јэКЦ,205,204,80,5,2,380
ДжД§КМОА,205,204,80,5,2,375
ДжД§ОАКї,205,204,80,5,2,370
ДжД§µсПс,205,204,80,5,2,365
ДжД§№­јэКЦ,205,183,81,4,2,360
ДжД§КМОА,205,183,81,4,2,355
ДжД§ОАКї,205,183,81,4,2,350
ДжД§µсПс,205,183,81,4,2,345
ДжД§№­јэКЦ,205,172,92,3,2,340
ДжД§КМОА,205,172,92,3,2,335
ДжД§ОАКї,205,172,92,3,2,330
ДжД§µсПс,205,172,92,3,2,325
ДжД§№­јэКЦ,205,158,104,4,2,320
ДжД§КМОА,205,158,104,4,2,315
ДжД§ОАКї,205,158,104,4,2,310
ДжД§µсПс,205,158,104,4,2,305
ДжД§№­јэКЦ,205,144,119,4,2,300
ДжД§КМОА,205,144,119,4,2,1000
ДжД§ОАКї,205,144,119,4,2,995
ДжД§µсПс,205,144,119,4,2,990
