ºìÉßÑý,190,140,140,4,2,1000
Ä§¼×³æ,190,140,140,4,2,996
Ê¥¼×³æ,190,140,140,4,2,992
ºìÉßÑý,190,130,123,7,2,988
Ä§¼×³æ,190,130,123,7,2,984
Ê¥¼×³æ,190,130,123,7,2,980
ºìÉßÑý,190,121,112,5,2,976
Ä§¼×³æ,190,121,112,5,2,972
Ê¥¼×³æ,190,121,112,5,2,968
ºìÉßÑý,190,121,98,4,2,964
Ä§¼×³æ,190,121,98,4,2,960
Ê¥¼×³æ,190,121,98,4,2,956
ºìÉßÑý,190,134,83,4,2,952
Ä§¼×³æ,190,134,83,4,2,948
Ê¥¼×³æ,190,134,83,4,2,944
ºìÉßÑý,190,149,68,6,2,940
Ä§¼×³æ,190,149,68,6,2,936
Ê¥¼×³æ,190,149,68,6,2,932
ºìÉßÑý,190,133,61,8,2,928
Ä§¼×³æ,190,133,61,8,2,924
Ê¥¼×³æ,190,133,61,8,2,920
ºìÉßÑý,190,150,57,4,2,916
Ä§¼×³æ,190,150,57,4,2,912
Ê¥¼×³æ,190,150,57,4,2,908
ºìÉßÑý,190,170,50,4,2,904
Ä§¼×³æ,190,170,50,4,2,900
Ê¥¼×³æ,190,170,50,4,2,896
ºìÉßÑý,190,184,35,5,2,892
Ä§¼×³æ,190,184,35,5,2,888
Ê¥¼×³æ,190,184,35,5,2,884
ºìÉßÑý,190,196,24,5,2,880
Ä§¼×³æ,190,196,24,5,2,876
Ê¥¼×³æ,190,196,24,5,2,872
ºìÉßÑý,190,220,48,6,2,868
Ä§¼×³æ,190,220,48,6,2,864
Ê¥¼×³æ,190,220,48,6,2,860
ºìÉßÑý,190,229,60,4,2,856
Ä§¼×³æ,190,229,60,4,2,852
Ê¥¼×³æ,190,229,60,4,2,848
ºìÉßÑý,190,203,66,5,2,844
Ä§¼×³æ,190,203,66,5,2,840
Ê¥¼×³æ,190,203,66,5,2,836
ºìÉßÑý,190,201,87,5,2,832
Ä§¼×³æ,190,201,87,5,2,828
Ê¥¼×³æ,190,201,87,5,2,824
ºìÉßÑý,190,193,99,6,2,820
Ä§¼×³æ,190,193,99,6,2,816
Ê¥¼×³æ,190,193,99,6,2,812
ºìÉßÑý,190,200,120,6,2,808
Ä§¼×³æ,190,200,120,6,2,804
Ê¥¼×³æ,190,200,120,6,2,800
ºìÉßÑý,190,221,117,5,2,796
Ä§¼×³æ,190,221,117,5,2,792
Ê¥¼×³æ,190,221,117,5,2,788
ºìÉßÑý,190,210,128,4,2,784
Ä§¼×³æ,190,210,128,4,2,780
Ê¥¼×³æ,190,210,128,4,2,776
ºìÉßÑý,190,229,151,5,2,772
Ä§¼×³æ,190,229,151,5,2,768
Ê¥¼×³æ,190,229,151,5,2,764
ºìÉßÑý,190,246,140,5,2,760
Ä§¼×³æ,190,246,140,5,2,756
Ê¥¼×³æ,190,246,140,5,2,752
ºìÉßÑý,190,219,167,4,2,748
Ä§¼×³æ,190,219,167,4,2,744
Ê¥¼×³æ,190,219,167,4,2,740
ºìÉßÑý,190,239,201,5,2,736
Ä§¼×³æ,190,239,201,5,2,732
Ê¥¼×³æ,190,239,201,5,2,728
ºìÉßÑý,190,233,211,4,2,724
Ä§¼×³æ,190,233,211,4,2,720
Ê¥¼×³æ,190,233,211,4,2,716
ºìÉßÑý,190,219,221,3,2,712
Ä§¼×³æ,190,219,221,3,2,708
Ê¥¼×³æ,190,219,221,3,2,704
ºìÉßÑý,190,243,231,5,2,700
Ä§¼×³æ,190,243,231,5,2,696
Ê¥¼×³æ,190,243,231,5,2,692
ºìÉßÑý,190,228,248,5,2,688
Ä§¼×³æ,190,228,248,5,2,684
Ê¥¼×³æ,190,228,248,5,2,680
ºìÉßÑý,190,213,260,4,2,676
Ä§¼×³æ,190,213,260,4,2,672
Ê¥¼×³æ,190,213,260,4,2,668
ºìÉßÑý,190,198,247,5,2,664
Ä§¼×³æ,190,198,247,5,2,660
Ê¥¼×³æ,190,198,247,5,2,656
ºìÉßÑý,190,168,250,5,2,652
Ä§¼×³æ,190,168,250,5,2,648
Ê¥¼×³æ,190,168,250,5,2,644
ºìÉßÑý,190,157,237,5,2,640
Ä§¼×³æ,190,157,237,5,2,636
Ê¥¼×³æ,190,157,237,5,2,632
ºìÉßÑý,190,171,221,4,2,628
Ä§¼×³æ,190,171,221,4,2,624
Ê¥¼×³æ,190,171,221,4,2,620
ºìÉßÑý,190,186,234,4,2,616
Ä§¼×³æ,190,186,234,4,2,612
Ê¥¼×³æ,190,186,234,4,2,608
ºìÉßÑý,190,191,192,4,2,604
Ä§¼×³æ,190,191,192,4,2,600
Ê¥¼×³æ,190,191,192,4,2,596
ºìÉßÑý,190,181,176,6,2,592
Ä§¼×³æ,190,181,176,6,2,588
Ê¥¼×³æ,190,181,176,6,2,584
ºìÉßÑý,190,166,162,6,2,580
Ä§¼×³æ,190,166,162,6,2,576
Ê¥¼×³æ,190,166,162,6,2,572
ºìÉßÑý,190,98,179,5,2,568
Ä§¼×³æ,190,98,179,5,2,564
Ê¥¼×³æ,190,98,179,5,2,560
ºìÉßÑý,190,87,163,5,2,556
Ä§¼×³æ,190,87,163,5,2,552
Ê¥¼×³æ,190,87,163,5,2,548
ºìÉßÑý,190,104,144,4,2,544
Ä§¼×³æ,190,104,144,4,2,540
Ê¥¼×³æ,190,104,144,4,2,536
ºìÉßÑý,190,73,138,6,2,532
Ä§¼×³æ,190,73,138,6,2,528
Ê¥¼×³æ,190,73,138,6,2,524
ºìÉßÑý,190,54,159,4,2,520
Ä§¼×³æ,190,54,159,4,2,516
Ê¥¼×³æ,190,54,159,4,2,512
ºìÉßÑý,190,38,175,5,2,508
Ä§¼×³æ,190,38,175,5,2,504
Ê¥¼×³æ,190,38,175,5,2,500
