жюг╧й╛ню,165,59,114,5,3,500
й╛ню,165,59,114,5,3,510
й╛нюсбй©,165,59,114,5,3,520

и╫╤╢РЫРП,165,59,114,5,3,540
жюг╧й╛ню,165,40,95,6,3,550
й╛ню,165,40,95,6,3,560
й╛нюсбй©,165,40,95,6,3,570

и╫╤╢РЫРП,165,40,95,6,3,590
жюг╧й╛ню,165,19,71,7,3,600
й╛ню,165,19,71,7,3,610
й╛нюсбй©,165,19,71,7,3,620

и╫╤╢РЫРП,165,19,71,7,3,650
жюг╧й╛ню,165,106,83,8,3,660
й╛ню,165,106,83,8,2,670
й╛нюсбй©,165,106,83,8,2,680

и╫╤╢РЫРП,165,106,83,8,2,700
жюг╧й╛ню,165,119,72,6,2,710
й╛ню,165,119,72,6,2,720
й╛нюсбй©,165,119,72,6,2,730

и╫╤╢РЫРП,165,119,72,6,2,750
жюг╧й╛ню,165,99,51,6,2,760
й╛ню,165,99,51,6,2,770
й╛нюсбй©,165,99,51,6,2,780

и╫╤╢РЫРП,165,99,51,6,2,800
жюг╧й╛ню,165,74,24,6,2,810
й╛ню,165,74,24,6,2,820
й╛нюсбй©,165,74,24,6,2,830
й╛нюу╫╫╚,165,74,24,6,2,840
и╫╤╢РЫРП,165,74,24,6,2,850
жюг╧й╛ню,165,89,67,6,2,860
й╛ню,165,89,67,6,2,870
й╛нюсбй©,165,89,67,6,2,880
й╛нюу╫╫╚,165,89,67,6,2,890
и╫╤╢РЫРП,165,89,67,6,2,900
жюг╧й╛ню,165,71,50,6,2,910
й╛ню,165,71,50,6,2,920
й╛нюсбй©,165,71,50,6,2,930
й╛нюу╫╫╚,165,71,50,6,2,940
и╫╤╢РЫРП,165,71,50,6,2,950
жюг╧й╛ню,165,56,36,6,2,960
й╛ню,165,56,36,6,2,970
й╛нюсбй©,165,56,36,6,2,980
й╛нюу╫╫╚,165,56,36,6,2,990
и╫╤╢РЫРП,165,56,36,6,2,1010
жюг╧й╛ню,165,91,98,7,2,1020
й╛ню,165,91,98,7,2,1030
й╛нюсбй©,165,91,98,7,2,1040
й╛нюу╫╫╚,165,91,98,7,2,1050
и╫╤╢РЫРП,165,91,98,7,2,990
жюг╧й╛ню,165,60,89,5,2,980
й╛ню,165,60,89,5,2,970
й╛нюсбй©,165,60,89,5,2,950
й╛нюу╫╫╚,165,60,89,5,2,960
и╫╤╢РЫРП,165,60,89,5,2,970
жюг╧й╛ню,165,36,64,6,2,980
й╛ню,165,36,64,6,2,990
й╛нюсбй©,165,36,64,6,2,940
й╛нюу╫╫╚,165,36,64,6,2,930
и╫╤╢РЫРП,165,36,64,6,2,920
жюг╧й╛ню,165,52,55,4,2,910
й╛ню,165,52,55,4,2,900
й╛нюсбй©,165,52,55,4,2,890
й╛нюу╫╫╚,165,52,55,4,2,880
и╫╤╢РЫРП,165,52,55,4,2,850
жюг╧й╛ню,166,40,105,8,1,1000
й╛ню,166,40,105,8,1,990
й╛нюсбй©,166,40,105,8,1,980
й╛нюу╫╫╚,166,40,105,8,1,970
и╫╤╢РЫРП,166,40,105,8,1,960
жюг╧й╛ню,166,75,137,11,1,950
й╛ню,166,75,137,11,1,940
й╛нюсбй©,166,75,137,11,1,930
й╛нюу╫╫╚,166,75,137,11,1,920
и╫╤╢РЫРП,166,75,137,11,1,910
жюг╧й╛ню,166,67,101,6,1,920
