жюг╧й╛ню,184,100,113,4,2,1000
й╛ню,184,100,113,4,2,997
й╛нюсбй©,184,100,113,4,2,994
й╛нюу╫╫╚,184,100,113,4,2,991
жюг╧й╛ню,184,100,103,6,2,988
й╛ню,184,100,103,6,2,985
й╛нюсбй©,184,100,103,6,2,982
й╛нюу╫╫╚,184,100,103,6,2,979
жюг╧й╛ню,184,121,85,4,2,976
й╛ню,184,121,85,4,2,973
й╛нюсбй©,184,121,85,4,2,970
й╛нюу╫╫╚,184,121,85,4,2,967
жюг╧й╛ню,184,101,67,4,2,964
й╛ню,184,101,67,4,2,961
й╛нюсбй©,184,101,67,4,2,958
й╛нюу╫╫╚,184,101,67,4,2,955
жюг╧й╛ню,184,118,50,4,2,952
й╛ню,184,118,50,4,2,949
й╛нюсбй©,184,118,50,4,2,946
й╛нюу╫╫╚,184,118,50,4,2,943
жюг╧й╛ню,184,113,40,4,2,940
й╛ню,184,113,40,4,2,937
й╛нюсбй©,184,113,40,4,2,934
й╛нюу╫╫╚,184,113,40,4,2,931
жюг╧й╛ню,184,130,29,4,2,928
й╛ню,184,130,29,4,2,925
й╛нюсбй©,184,130,29,4,2,922
й╛нюу╫╫╚,184,130,29,4,2,919
жюг╧й╛ню,184,133,18,5,2,916
й╛ню,184,133,18,5,2,913
й╛нюсбй©,184,133,18,5,2,910
й╛нюу╫╫╚,184,133,18,5,2,907
жюг╧й╛ню,184,88,17,4,2,904
й╛ню,184,88,17,4,2,901
й╛нюсбй©,184,88,17,4,2,898
й╛нюу╫╫╚,184,88,17,4,2,895
жюг╧й╛ню,184,73,27,4,2,892
й╛ню,184,73,27,4,2,889
й╛нюсбй©,184,73,27,4,2,886
й╛нюу╫╫╚,184,73,27,4,2,883
жюг╧й╛ню,184,63,37,4,2,880
й╛ню,184,63,37,4,2,877
й╛нюсбй©,184,63,37,4,2,874
й╛нюу╫╫╚,184,63,37,4,2,871
жюг╧й╛ню,184,52,28,4,2,868
й╛ню,184,52,28,4,2,865
й╛нюсбй©,184,52,28,4,2,862
й╛нюу╫╫╚,184,52,28,4,2,859
жюг╧й╛ню,184,41,18,4,2,856
й╛ню,184,41,18,4,2,853
й╛нюсбй©,184,41,18,4,2,850
й╛нюу╫╫╚,184,41,18,4,2,847
жюг╧й╛ню,184,24,34,4,2,844
й╛ню,184,24,34,4,2,841
й╛нюсбй©,184,24,34,4,2,838
й╛нюу╫╫╚,184,24,34,4,2,835
жюг╧й╛ню,184,34,48,4,2,832
й╛ню,184,34,48,4,2,829
й╛нюсбй©,184,34,48,4,2,826
