土狼,189,87,124,5,2,1000
大土蛇,189,87,124,5,2,995
毒蜘蛛,189,87,124,5,2,990
土狼,189,123,140,4,2,985
大土蛇,189,123,140,4,2,980
毒蜘蛛,189,123,140,4,2,975
土狼,189,143,147,5,2,970
大土蛇,189,143,147,5,2,965
毒蜘蛛,189,143,147,5,2,960
土狼,189,145,117,5,2,955
大土蛇,189,145,117,5,2,950
毒蜘蛛,189,145,117,5,2,945
土狼,189,145,96,4,2,940
大土蛇,189,145,96,4,2,935
毒蜘蛛,189,145,96,4,2,930
土狼,189,118,90,3,2,925
大土蛇,189,118,90,3,2,920
毒蜘蛛,189,118,90,3,2,915
土狼,189,90,65,5,2,910
大土蛇,189,90,65,5,2,905
毒蜘蛛,189,90,65,5,2,900
土狼,189,78,56,4,2,895
大土蛇,189,78,56,4,2,890
毒蜘蛛,189,78,56,4,2,885
土狼,189,58,81,4,2,880
大土蛇,189,58,81,4,2,875
毒蜘蛛,189,58,81,4,2,870
土狼,189,68,99,4,2,865
大土蛇,189,68,99,4,2,860
毒蜘蛛,189,68,99,4,2,855
土狼,189,66,113,5,2,850
大土蛇,189,66,113,5,2,845
毒蜘蛛,189,66,113,5,2,840
土狼,189,140,57,4,2,835
大土蛇,189,140,57,4,2,830
毒蜘蛛,189,140,57,4,2,825
土狼,189,126,62,4,2,820
大土蛇,189,126,62,4,2,815
毒蜘蛛,189,126,62,4,2,810
土狼,189,129,105,4,2,805
大土蛇,189,129,105,4,2,800
毒蜘蛛,189,129,105,4,2,795
土狼,189,90,137,4,2,790
大土蛇,189,90,137,4,2,785
毒蜘蛛,189,90,137,4,2,780
